ip.dst,ip.src,tcp.dstport,tcp.srcport,tcp.window_size_value,tcp.flags
192.168.4.133,192.168.4.20,51063,1783,0,0x0014
192.168.4.133,192.168.4.20,51063,1058,0,0x0014
192.168.4.133,192.168.4.20,51063,2007,0,0x0014
192.168.4.133,192.168.4.29,51063,10626,0,0x0014
192.168.4.133,192.168.4.113,51063,8500,0,0x0014
192.168.4.133,192.168.4.113,51063,8093,0,0x0014
192.168.4.133,192.168.4.20,51063,6502,0,0x0014
192.168.4.133,192.168.4.20,51063,8093,0,0x0014
192.168.4.133,192.168.4.113,51063,5633,0,0x0014
192.168.4.133,192.168.4.20,51063,5633,0,0x0014
192.168.4.133,192.168.4.20,51063,2383,0,0x0014
192.168.4.133,192.168.4.20,51063,7019,0,0x0014
192.168.4.133,192.168.4.29,51063,3476,0,0x0014
192.168.4.133,192.168.4.113,51063,1783,0,0x0014
192.168.4.133,192.168.4.29,51063,3031,0,0x0014
192.168.4.133,192.168.4.113,51063,2383,0,0x0014
192.168.4.133,192.168.4.20,51063,1050,0,0x0014
192.168.4.133,192.168.4.20,51063,2022,0,0x0014
192.168.4.133,192.168.4.20,51063,119,0,0x0014
192.168.4.133,192.168.4.113,51063,2007,0,0x0014
192.168.4.133,192.168.4.113,51063,1058,0,0x0014
192.168.4.133,192.168.4.113,51063,161,0,0x0014
192.168.4.133,192.168.4.77,51063,1042,0,0x0014
192.168.4.133,192.168.4.76,51063,32775,0,0x0014
