ip.dst,ip.src,tcp.dstport,tcp.srcport,tcp.window_size_value,tcp.flags
20.189.173.2,192.168.4.133,443,41444,501,0x0018
20.189.173.2,192.168.4.133,443,41444,501,0x0018
20.189.173.2,192.168.4.133,443,41444,501,0x0010
20.189.173.2,192.168.4.133,443,41444,501,0x0018
192.168.4.133,20.189.173.2,41444,443,16381,0x0010
192.168.4.133,20.189.173.2,41444,443,16386,0x0010
192.168.4.133,20.189.173.2,41444,443,16386,0x0018
20.189.173.2,192.168.4.133,443,41444,501,0x0010
192.168.4.133,20.189.173.2,41444,443,16386,0x0018
20.189.173.2,192.168.4.133,443,41444,501,0x0010
20.189.173.2,192.168.4.133,443,41444,501,0x0018
192.168.4.133,20.189.173.2,41444,443,16386,0x0010
192.168.4.133,20.88.154.174,42508,443,501,0x0018
20.88.154.174,192.168.4.133,443,42508,501,0x0018
192.168.4.133,20.88.154.174,42508,443,501,0x0010
34.107.243.93,192.168.4.133,443,55830,501,0x0018
34.149.100.209,192.168.4.133,443,37278,501,0x0018
192.168.4.133,34.107.243.93,55830,443,267,0x0010
192.168.4.133,34.107.243.93,55830,443,267,0x0018
192.168.4.133,34.149.100.209,37278,443,273,0x0010
192.168.4.133,34.149.100.209,37278,443,273,0x0018
34.107.243.93,192.168.4.133,443,55830,501,0x0010
34.149.100.209,192.168.4.133,443,37278,501,0x0010
192.168.4.20,192.168.4.133,199,51063,1024,0x0002
192.168.4.29,192.168.4.133,199,51063,1024,0x0002
192.168.4.76,192.168.4.133,199,51063,1024,0x0002
192.168.4.77,192.168.4.133,199,51063,1024,0x0002
192.168.4.78,192.168.4.133,199,51063,1024,0x0002
192.168.4.106,192.168.4.133,199,51063,1024,0x0002
192.168.4.111,192.168.4.133,199,51063,1024,0x0002
192.168.4.113,192.168.4.133,199,51063,1024,0x0002
192.168.4.1,192.168.4.133,199,51063,1024,0x0002
192.168.4.133,192.168.4.1,51063,199,0,0x0014
192.168.4.133,192.168.4.113,51063,199,0,0x0014
192.168.4.76,192.168.4.133,23,51063,1024,0x0002
192.168.4.77,192.168.4.133,23,51063,1024,0x0002
192.168.4.78,192.168.4.133,23,51063,1024,0x0002
192.168.4.106,192.168.4.133,23,51063,1024,0x0002
192.168.4.133,192.168.4.76,51063,199,0,0x0014
192.168.4.133,192.168.4.20,51063,199,0,0x0014
192.168.4.1,192.168.4.133,23,51063,1024,0x0002
192.168.4.20,192.168.4.133,23,51063,1024,0x0002
192.168.4.29,192.168.4.133,23,51063,1024,0x0002
192.168.4.133,192.168.4.111,51063,199,14000,0x0014
192.168.4.133,192.168.4.29,51063,199,0,0x0014
192.168.4.133,192.168.4.78,51063,199,0,0x0014
192.168.4.133,192.168.4.1,51063,23,0,0x0014
192.168.4.78,192.168.4.133,445,51063,1024,0x0002
192.168.4.106,192.168.4.133,445,51063,1024,0x0002
192.168.4.111,192.168.4.133,23,51063,1024,0x0002
192.168.4.113,192.168.4.133,23,51063,1024,0x0002
192.168.4.1,192.168.4.133,445,51063,1024,0x0002
192.168.4.20,192.168.4.133,445,51063,1024,0x0002
192.168.4.29,192.168.4.133,445,51063,1024,0x0002
192.168.4.133,192.168.4.1,51063,445,0,0x0014
192.168.4.78,192.168.4.133,111,51063,1024,0x0002
192.168.4.106,192.168.4.133,111,51063,1024,0x0002
192.168.4.133,192.168.4.106,51063,23,0,0x0014
192.168.4.133,192.168.4.106,51063,199,0,0x0014
192.168.4.133,192.168.4.78,51063,23,0,0x0014
192.168.4.133,192.168.4.76,51063,23,0,0x0014
192.168.4.133,192.168.4.113,51063,23,0,0x0014
192.168.4.1,192.168.4.133,111,51063,1024,0x0002
192.168.4.20,192.168.4.133,111,51063,1024,0x0002
192.168.4.29,192.168.4.133,111,51063,1024,0x0002
192.168.4.76,192.168.4.133,445,51063,1024,0x0002
192.168.4.77,192.168.4.133,445,51063,1024,0x0002
192.168.4.78,192.168.4.133,8888,51063,1024,0x0002
192.168.4.106,192.168.4.133,8888,51063,1024,0x0002
192.168.4.111,192.168.4.133,445,51063,1024,0x0002
192.168.4.113,192.168.4.133,445,51063,1024,0x0002
192.168.4.133,192.168.4.20,51063,445,0,0x0014
192.168.4.133,192.168.4.20,51063,23,0,0x0014
192.168.4.133,192.168.4.111,51063,23,14000,0x0014
192.168.4.133,192.168.4.78,51063,445,0,0x0014
192.168.4.133,192.168.4.29,51063,445,0,0x0014
192.168.4.133,192.168.4.29,51063,23,0,0x0014
192.168.4.133,192.168.4.1,51063,111,0,0x0014
192.168.4.20,192.168.4.133,8888,51063,1024,0x0002
192.168.4.29,192.168.4.133,8888,51063,1024,0x0002
192.168.4.76,192.168.4.133,111,51063,1024,0x0002
192.168.4.77,192.168.4.133,111,51063,1024,0x0002
192.168.4.78,192.168.4.133,21,51063,1024,0x0002
192.168.4.106,192.168.4.133,21,51063,1024,0x0002
192.168.4.111,192.168.4.133,111,51063,1024,0x0002
192.168.4.113,192.168.4.133,111,51063,1024,0x0002
192.168.4.1,192.168.4.133,8888,51063,1024,0x0002
192.168.4.20,192.168.4.133,21,51063,1024,0x0002
192.168.4.29,192.168.4.133,21,51063,1024,0x0002
192.168.4.76,192.168.4.133,8888,51063,1024,0x0002
192.168.4.77,192.168.4.133,8888,51063,1024,0x0002
192.168.4.133,192.168.4.113,51063,445,0,0x0014
192.168.4.133,192.168.4.20,51063,111,0,0x0014
192.168.4.133,192.168.4.1,51063,8888,0,0x0014
192.168.4.133,192.168.4.78,51063,111,0,0x0014
192.168.4.133,192.168.4.78,51063,8888,0,0x0014
192.168.4.133,192.168.4.76,51063,445,0,0x0014
192.168.4.133,192.168.4.113,51063,111,0,0x0014
192.168.4.133,192.168.4.106,51063,111,0,0x0014
192.168.4.133,192.168.4.106,51063,445,0,0x0014
192.168.4.111,192.168.4.133,8888,51063,1024,0x0002
192.168.4.113,192.168.4.133,8888,51063,1024,0x0002
192.168.4.1,192.168.4.133,21,51063,1024,0x0002
192.168.4.20,192.168.4.133,8080,51063,1024,0x0002
192.168.4.29,192.168.4.133,8080,51063,1024,0x0002
192.168.4.76,192.168.4.133,21,51063,1024,0x0002
192.168.4.77,192.168.4.133,21,51063,1024,0x0002
192.168.4.78,192.168.4.133,8080,51063,1024,0x0002
192.168.4.106,192.168.4.133,8080,51063,1024,0x0002
192.168.4.111,192.168.4.133,21,51063,1024,0x0002
192.168.4.113,192.168.4.133,21,51063,1024,0x0002
192.168.4.1,192.168.4.133,8080,51063,1024,0x0002
192.168.4.20,192.168.4.133,587,51063,1024,0x0002
192.168.4.29,192.168.4.133,587,51063,1024,0x0002
192.168.4.76,192.168.4.133,8080,51063,1024,0x0002
192.168.4.77,192.168.4.133,8080,51063,1024,0x0002
192.168.4.133,192.168.4.111,51063,445,14000,0x0014
192.168.4.133,192.168.4.29,51063,111,0,0x0014
192.168.4.133,192.168.4.1,51063,8080,0,0x0014
192.168.4.133,192.168.4.1,51063,21,0,0x0014
192.168.4.111,192.168.4.133,8080,51063,1024,0x0002
192.168.4.113,192.168.4.133,8080,51063,1024,0x0002
192.168.4.1,192.168.4.133,587,51063,1024,0x0002
192.168.4.20,192.168.4.133,1025,51063,1024,0x0002
192.168.4.29,192.168.4.133,1025,51063,1024,0x0002
192.168.4.76,192.168.4.133,587,51063,1024,0x0002
192.168.4.77,192.168.4.133,587,51063,1024,0x0002
192.168.4.133,192.168.4.78,51063,21,0,0x0014
192.168.4.133,192.168.4.113,51063,21,0,0x0014
192.168.4.133,192.168.4.113,51063,8888,0,0x0014
192.168.4.133,192.168.4.76,51063,8888,0,0x0014
192.168.4.133,192.168.4.76,51063,111,0,0x0014
192.168.4.133,192.168.4.1,51063,587,0,0x0014
192.168.4.133,192.168.4.20,51063,8888,0,0x0014
192.168.4.133,192.168.4.29,51063,8080,0,0x0014
192.168.4.133,192.168.4.29,51063,8888,0,0x0014
192.168.4.133,192.168.4.29,51063,21,0,0x0014
192.168.4.133,192.168.4.20,51063,587,0,0x0014
192.168.4.133,192.168.4.20,51063,21,0,0x0014
192.168.4.133,192.168.4.20,51063,8080,0,0x0014
192.168.4.133,192.168.4.29,51063,587,0,0x0014
192.168.4.133,192.168.4.111,51063,111,14000,0x0014
192.168.4.133,192.168.4.113,51063,8080,0,0x0014
192.168.4.133,192.168.4.111,51063,8888,14000,0x0014
192.168.4.133,192.168.4.20,51063,1025,0,0x0014
192.168.4.133,192.168.4.76,51063,21,0,0x0014
192.168.4.133,192.168.4.76,51063,8080,0,0x0014
192.168.4.133,192.168.4.78,51063,8080,0,0x0014
192.168.4.111,192.168.4.133,587,51063,1024,0x0002
192.168.4.113,192.168.4.133,587,51063,1024,0x0002
192.168.4.1,192.168.4.133,1025,51063,1024,0x0002
192.168.4.20,192.168.4.133,995,51063,1024,0x0002
192.168.4.29,192.168.4.133,995,51063,1024,0x0002
192.168.4.76,192.168.4.133,1025,51063,1024,0x0002
192.168.4.77,192.168.4.133,1025,51063,1024,0x0002
192.168.4.78,192.168.4.133,587,51063,1024,0x0002
192.168.4.106,192.168.4.133,587,51063,1024,0x0002
192.168.4.111,192.168.4.133,1025,51063,1024,0x0002
192.168.4.113,192.168.4.133,1025,51063,1024,0x0002
192.168.4.1,192.168.4.133,995,51063,1024,0x0002
192.168.4.20,192.168.4.133,143,51063,1024,0x0002
192.168.4.29,192.168.4.133,143,51063,1024,0x0002
192.168.4.76,192.168.4.133,995,51063,1024,0x0002
192.168.4.77,192.168.4.133,995,51063,1024,0x0002
192.168.4.78,192.168.4.133,1025,51063,1024,0x0002
192.168.4.106,192.168.4.133,1025,51063,1024,0x0002
192.168.4.111,192.168.4.133,995,51063,1024,0x0002
192.168.4.113,192.168.4.133,995,51063,1024,0x0002
192.168.4.1,192.168.4.133,143,51063,1024,0x0002
192.168.4.20,192.168.4.133,443,51063,1024,0x0002
192.168.4.29,192.168.4.133,443,51063,1024,0x0002
192.168.4.76,192.168.4.133,143,51063,1024,0x0002
192.168.4.78,192.168.4.133,995,51063,1024,0x0002
192.168.4.106,192.168.4.133,995,51063,1024,0x0002
192.168.4.111,192.168.4.133,143,51063,1024,0x0002
192.168.4.113,192.168.4.133,143,51063,1024,0x0002
192.168.4.1,192.168.4.133,443,51063,1024,0x0002
192.168.4.20,192.168.4.133,80,51063,1024,0x0002
192.168.4.29,192.168.4.133,80,51063,1024,0x0002
192.168.4.76,192.168.4.133,443,51063,1024,0x0002
192.168.4.78,192.168.4.133,143,51063,1024,0x0002
192.168.4.106,192.168.4.133,143,51063,1024,0x0002
192.168.4.111,192.168.4.133,443,51063,1024,0x0002
192.168.4.113,192.168.4.133,443,51063,1024,0x0002
192.168.4.133,192.168.4.106,51063,8080,0,0x0014
192.168.4.133,192.168.4.106,51063,21,0,0x0014
192.168.4.133,192.168.4.106,51063,8888,0,0x0014
192.168.4.1,192.168.4.133,80,51063,1024,0x0002
192.168.4.20,192.168.4.133,139,51063,1024,0x0002
192.168.4.29,192.168.4.133,139,51063,1024,0x0002
192.168.4.76,192.168.4.133,80,51063,1024,0x0002
192.168.4.133,192.168.4.111,51063,21,14000,0x0014
192.168.4.133,192.168.4.29,51063,1025,0,0x0014
192.168.4.133,192.168.4.1,51063,1025,0,0x0014
192.168.4.133,192.168.4.1,51063,443,0,0x0014
192.168.4.133,192.168.4.1,51063,995,0,0x0014
192.168.4.133,192.168.4.1,51063,143,0,0x0014
192.168.4.133,192.168.4.1,51063,80,29200,0x0012
192.168.4.133,192.168.4.76,51063,587,0,0x0014
192.168.4.133,192.168.4.113,51063,1025,0,0x0014
192.168.4.1,192.168.4.133,80,51063,0,0x0004
192.168.4.133,192.168.4.113,51063,587,0,0x0014
192.168.4.133,192.168.4.113,51063,995,0,0x0014
192.168.4.133,192.168.4.113,51063,143,0,0x0014
192.168.4.133,192.168.4.113,51063,443,0,0x0014
192.168.4.133,192.168.4.20,51063,143,0,0x0014
192.168.4.133,192.168.4.20,51063,995,0,0x0014
192.168.4.133,192.168.4.20,51063,139,0,0x0014
192.168.4.133,192.168.4.20,51063,80,0,0x0014
192.168.4.133,192.168.4.20,51063,443,0,0x0014
192.168.4.133,192.168.4.76,51063,995,0,0x0014
192.168.4.133,192.168.4.29,51063,139,0,0x0014
192.168.4.133,192.168.4.29,51063,995,0,0x0014
192.168.4.133,192.168.4.29,51063,80,0,0x0014
192.168.4.133,192.168.4.29,51063,143,0,0x0014
192.168.4.133,192.168.4.29,51063,443,0,0x0014
192.168.4.133,192.168.4.111,51063,8080,14000,0x0014
192.168.4.133,192.168.4.111,51063,1025,14000,0x0014
192.168.4.133,192.168.4.111,51063,143,14000,0x0014
192.168.4.133,192.168.4.111,51063,995,14000,0x0014
192.168.4.133,192.168.4.111,51063,587,14000,0x0014
192.168.4.133,192.168.4.78,51063,1025,0,0x0014
192.168.4.133,192.168.4.78,51063,587,0,0x0014
192.168.4.133,192.168.4.78,51063,143,0,0x0014
192.168.4.133,192.168.4.78,51063,995,0,0x0014
192.168.4.133,192.168.4.111,51063,443,14000,0x0012
192.168.4.133,192.168.4.76,51063,80,0,0x0014
192.168.4.111,192.168.4.133,443,51063,0,0x0004
192.168.4.133,192.168.4.76,51063,143,0,0x0014
192.168.4.133,192.168.4.76,51063,1025,0,0x0014
192.168.4.133,192.168.4.76,51063,443,0,0x0014
192.168.4.133,192.168.4.106,51063,1025,0,0x0014
192.168.4.133,192.168.4.106,51063,587,0,0x0014
192.168.4.133,192.168.4.106,51063,995,0,0x0014
192.168.4.133,192.168.4.106,51063,143,0,0x0014
192.168.4.106,192.168.4.133,443,51063,1024,0x0002
192.168.4.111,192.168.4.133,80,51063,1024,0x0002
192.168.4.113,192.168.4.133,80,51063,1024,0x0002
192.168.4.1,192.168.4.133,139,51063,1024,0x0002
192.168.4.20,192.168.4.133,3306,51063,1024,0x0002
192.168.4.29,192.168.4.133,3306,51063,1024,0x0002
192.168.4.76,192.168.4.133,139,51063,1024,0x0002
192.168.4.78,192.168.4.133,443,51063,1024,0x0002
192.168.4.106,192.168.4.133,80,51063,1024,0x0002
192.168.4.111,192.168.4.133,139,51063,1024,0x0002
192.168.4.113,192.168.4.133,139,51063,1024,0x0002
192.168.4.1,192.168.4.133,3306,51063,1024,0x0002
192.168.4.20,192.168.4.133,110,51063,1024,0x0002
192.168.4.29,192.168.4.133,110,51063,1024,0x0002
192.168.4.76,192.168.4.133,3306,51063,1024,0x0002
192.168.4.78,192.168.4.133,80,51063,1024,0x0002
192.168.4.106,192.168.4.133,139,51063,1024,0x0002
192.168.4.111,192.168.4.133,3306,51063,1024,0x0002
192.168.4.113,192.168.4.133,3306,51063,1024,0x0002
192.168.4.1,192.168.4.133,110,51063,1024,0x0002
192.168.4.20,192.168.4.133,22,51063,1024,0x0002
192.168.4.29,192.168.4.133,22,51063,1024,0x0002
192.168.4.76,192.168.4.133,110,51063,1024,0x0002
192.168.4.78,192.168.4.133,139,51063,1024,0x0002
192.168.4.106,192.168.4.133,3306,51063,1024,0x0002
192.168.4.111,192.168.4.133,110,51063,1024,0x0002
192.168.4.113,192.168.4.133,110,51063,1024,0x0002
192.168.4.1,192.168.4.133,22,51063,1024,0x0002
192.168.4.20,192.168.4.133,135,51063,1024,0x0002
192.168.4.29,192.168.4.133,135,51063,1024,0x0002
192.168.4.76,192.168.4.133,22,51063,1024,0x0002
192.168.4.78,192.168.4.133,3306,51063,1024,0x0002
192.168.4.106,192.168.4.133,110,51063,1024,0x0002
192.168.4.111,192.168.4.133,22,51063,1024,0x0002
192.168.4.113,192.168.4.133,22,51063,1024,0x0002
192.168.4.1,192.168.4.133,135,51063,1024,0x0002
192.168.4.20,192.168.4.133,5900,51063,1024,0x0002
192.168.4.29,192.168.4.133,5900,51063,1024,0x0002
192.168.4.76,192.168.4.133,135,51063,1024,0x0002
192.168.4.78,192.168.4.133,110,51063,1024,0x0002
192.168.4.106,192.168.4.133,22,51063,1024,0x0002
192.168.4.111,192.168.4.133,135,51063,1024,0x0002
192.168.4.113,192.168.4.133,135,51063,1024,0x0002
192.168.4.1,192.168.4.133,5900,51063,1024,0x0002
192.168.4.20,192.168.4.133,1720,51063,1024,0x0002
192.168.4.29,192.168.4.133,1720,51063,1024,0x0002
192.168.4.76,192.168.4.133,5900,51063,1024,0x0002
192.168.4.78,192.168.4.133,22,51063,1024,0x0002
192.168.4.106,192.168.4.133,135,51063,1024,0x0002
192.168.4.111,192.168.4.133,5900,51063,1024,0x0002
192.168.4.1,192.168.4.133,1720,51063,1024,0x0002
192.168.4.20,192.168.4.133,53,51063,1024,0x0002
192.168.4.29,192.168.4.133,53,51063,1024,0x0002
192.168.4.76,192.168.4.133,1720,51063,1024,0x0002
192.168.4.78,192.168.4.133,135,51063,1024,0x0002
192.168.4.133,192.168.4.1,51063,3306,0,0x0014
192.168.4.133,192.168.4.1,51063,139,0,0x0014
192.168.4.133,192.168.4.1,51063,110,0,0x0014
192.168.4.133,192.168.4.1,51063,22,0,0x0014
192.168.4.113,192.168.4.133,5900,51063,1024,0x0002
192.168.4.1,192.168.4.133,53,51063,1024,0x0002
192.168.4.133,192.168.4.1,51063,5900,0,0x0014
192.168.4.133,192.168.4.113,51063,110,0,0x0014
192.168.4.133,192.168.4.113,51063,3306,0,0x0014
192.168.4.133,192.168.4.113,51063,139,0,0x0014
192.168.4.133,192.168.4.113,51063,80,0,0x0014
192.168.4.133,192.168.4.1,51063,135,0,0x0014
192.168.4.133,192.168.4.113,51063,135,0,0x0014
192.168.4.20,192.168.4.133,554,51063,1024,0x0002
192.168.4.133,192.168.4.20,51063,22,0,0x0014
192.168.4.29,192.168.4.133,554,51063,1024,0x0002
192.168.4.133,192.168.4.1,51063,1720,0,0x0014
192.168.4.133,192.168.4.113,51063,22,0,0x0014
192.168.4.76,192.168.4.133,53,51063,1024,0x0002
192.168.4.133,192.168.4.20,51063,110,0,0x0014
192.168.4.133,192.168.4.20,51063,3306,0,0x0014
192.168.4.133,192.168.4.1,51063,53,29200,0x0012
192.168.4.1,192.168.4.133,53,51063,0,0x0004
192.168.4.133,192.168.4.113,51063,5900,0,0x0014
192.168.4.133,192.168.4.111,51063,139,14000,0x0014
192.168.4.133,192.168.4.20,51063,1720,0,0x0014
192.168.4.133,192.168.4.20,51063,135,0,0x0014
192.168.4.133,192.168.4.111,51063,80,14000,0x0012
192.168.4.133,192.168.4.20,51063,5900,0,0x0014
192.168.4.133,192.168.4.20,51063,53,24400,0x0012
192.168.4.133,192.168.4.111,51063,110,14000,0x0014
192.168.4.111,192.168.4.133,80,51063,0,0x0004
192.168.4.20,192.168.4.133,53,51063,0,0x0004
192.168.4.106,192.168.4.133,5900,51063,1024,0x0002
192.168.4.111,192.168.4.133,1720,51063,1024,0x0002
192.168.4.113,192.168.4.133,1720,51063,1024,0x0002
192.168.4.1,192.168.4.133,554,51063,1024,0x0002
192.168.4.20,192.168.4.133,3389,51063,1024,0x0002
192.168.4.29,192.168.4.133,3389,51063,1024,0x0002
192.168.4.76,192.168.4.133,554,51063,1024,0x0002
192.168.4.78,192.168.4.133,5900,51063,1024,0x0002
192.168.4.106,192.168.4.133,1720,51063,1024,0x0002
192.168.4.111,192.168.4.133,53,51063,1024,0x0002
192.168.4.113,192.168.4.133,53,51063,1024,0x0002
192.168.4.1,192.168.4.133,3389,51063,1024,0x0002
192.168.4.20,192.168.4.133,113,51063,1024,0x0002
192.168.4.29,192.168.4.133,113,51063,1024,0x0002
192.168.4.76,192.168.4.133,3389,51063,1024,0x0002
192.168.4.78,192.168.4.133,1720,51063,1024,0x0002
192.168.4.133,192.168.4.111,51063,22,14000,0x0014
192.168.4.133,192.168.4.29,51063,22,0,0x0014
192.168.4.133,192.168.4.29,51063,3306,0,0x0014
192.168.4.106,192.168.4.133,53,51063,1024,0x0002
192.168.4.133,192.168.4.20,51063,554,0,0x0014
192.168.4.133,192.168.4.78,51063,443,0,0x0014
192.168.4.133,192.168.4.76,51063,139,0,0x0014
192.168.4.133,192.168.4.78,51063,3306,0,0x0014
192.168.4.133,192.168.4.76,51063,110,0,0x0014
192.168.4.111,192.168.4.133,554,51063,1024,0x0002
192.168.4.133,192.168.4.76,51063,135,0,0x0014
192.168.4.113,192.168.4.133,554,51063,1024,0x0002
192.168.4.133,192.168.4.76,51063,3306,0,0x0014
192.168.4.1,192.168.4.133,113,51063,1024,0x0002
192.168.4.20,192.168.4.133,25,51063,1024,0x0002
192.168.4.133,192.168.4.111,51063,5900,14000,0x0014
192.168.4.133,192.168.4.29,51063,110,0,0x0014
192.168.4.133,192.168.4.29,51063,135,0,0x0014
192.168.4.133,192.168.4.29,51063,1720,0,0x0014
192.168.4.133,192.168.4.29,51063,53,0,0x0014
192.168.4.133,192.168.4.29,51063,5900,0,0x0014
192.168.4.133,192.168.4.111,51063,135,14000,0x0014
192.168.4.133,192.168.4.1,51063,3389,0,0x0014
192.168.4.78,192.168.4.133,53,51063,1024,0x0002
192.168.4.106,192.168.4.133,554,51063,1024,0x0002
192.168.4.111,192.168.4.133,3389,51063,1024,0x0002
192.168.4.113,192.168.4.133,3389,51063,1024,0x0002
192.168.4.1,192.168.4.133,25,51063,1024,0x0002
192.168.4.20,192.168.4.133,993,51063,1024,0x0002
192.168.4.29,192.168.4.133,25,51063,1024,0x0002
192.168.4.76,192.168.4.133,113,51063,1024,0x0002
192.168.4.78,192.168.4.133,554,51063,1024,0x0002
192.168.4.106,192.168.4.133,3389,51063,1024,0x0002
192.168.4.111,192.168.4.133,113,51063,1024,0x0002
192.168.4.133,192.168.4.1,51063,113,0,0x0014
192.168.4.133,192.168.4.1,51063,554,0,0x0014
192.168.4.133,192.168.4.78,51063,80,0,0x0014
192.168.4.113,192.168.4.133,113,51063,1024,0x0002
192.168.4.1,192.168.4.133,993,51063,1024,0x0002
192.168.4.20,192.168.4.133,256,51063,1024,0x0002
192.168.4.29,192.168.4.133,993,51063,1024,0x0002
192.168.4.76,192.168.4.133,25,51063,1024,0x0002
192.168.4.78,192.168.4.133,3389,51063,1024,0x0002
192.168.4.106,192.168.4.133,113,51063,1024,0x0002
192.168.4.133,192.168.4.113,51063,53,0,0x0014
192.168.4.133,192.168.4.113,51063,554,0,0x0014
192.168.4.133,192.168.4.113,51063,1720,0,0x0014
192.168.4.133,192.168.4.29,51063,554,0,0x0014
192.168.4.133,192.168.4.1,51063,993,0,0x0014
192.168.4.133,192.168.4.77,51063,199,0,0x0014
192.168.4.133,192.168.4.1,51063,25,0,0x0014
192.168.4.133,192.168.4.113,51063,3389,0,0x0014
192.168.4.133,192.168.4.113,51063,113,0,0x0014
192.168.4.133,192.168.4.20,51063,25,0,0x0014
192.168.4.133,192.168.4.20,51063,3389,0,0x0014
192.168.4.133,192.168.4.20,51063,113,0,0x0014
192.168.4.133,192.168.4.20,51063,993,0,0x0014
192.168.4.133,192.168.4.77,51063,445,0,0x0014
192.168.4.133,192.168.4.77,51063,8888,0,0x0014
192.168.4.133,192.168.4.77,51063,23,0,0x0014
192.168.4.133,192.168.4.77,51063,21,0,0x0014
192.168.4.133,192.168.4.77,51063,587,0,0x0014
192.168.4.133,192.168.4.77,51063,111,0,0x0014
192.168.4.133,192.168.4.29,51063,3389,0,0x0014
192.168.4.133,192.168.4.29,51063,113,0,0x0014
192.168.4.133,192.168.4.20,51063,256,0,0x0014
192.168.4.1,192.168.4.133,256,51063,1024,0x0002
192.168.4.20,192.168.4.133,1723,51063,1024,0x0002
192.168.4.29,192.168.4.133,256,51063,1024,0x0002
192.168.4.76,192.168.4.133,993,51063,1024,0x0002
192.168.4.77,192.168.4.133,143,51063,1024,0x0002
192.168.4.78,192.168.4.133,113,51063,1024,0x0002
192.168.4.106,192.168.4.133,25,51063,1024,0x0002
192.168.4.111,192.168.4.133,25,51063,1024,0x0002
192.168.4.113,192.168.4.133,25,51063,1024,0x0002
192.168.4.1,192.168.4.133,1723,51063,1024,0x0002
192.168.4.20,192.168.4.133,3546,51063,1024,0x0002
192.168.4.29,192.168.4.133,1723,51063,1024,0x0002
192.168.4.76,192.168.4.133,256,51063,1024,0x0002
192.168.4.77,192.168.4.133,443,51063,1024,0x0002
192.168.4.78,192.168.4.133,25,51063,1024,0x0002
192.168.4.106,192.168.4.133,993,51063,1024,0x0002
192.168.4.111,192.168.4.133,993,51063,1024,0x0002
192.168.4.113,192.168.4.133,993,51063,1024,0x0002
192.168.4.1,192.168.4.133,3546,51063,1024,0x0002
192.168.4.20,192.168.4.133,21571,51063,1024,0x0002
192.168.4.29,192.168.4.133,3546,51063,1024,0x0002
192.168.4.76,192.168.4.133,1723,51063,1024,0x0002
192.168.4.77,192.168.4.133,80,51063,1024,0x0002
192.168.4.78,192.168.4.133,993,51063,1024,0x0002
192.168.4.106,192.168.4.133,256,51063,1024,0x0002
192.168.4.133,192.168.4.1,51063,1723,0,0x0014
192.168.4.133,192.168.4.29,51063,25,0,0x0014
192.168.4.133,192.168.4.1,51063,256,0,0x0014
192.168.4.133,192.168.4.111,51063,1720,14000,0x0014
192.168.4.133,192.168.4.29,51063,993,0,0x0014
192.168.4.133,192.168.4.111,51063,554,14000,0x0014
192.168.4.133,192.168.4.111,51063,53,14000,0x0014
192.168.4.133,192.168.4.1,51063,3546,0,0x0014
192.168.4.133,192.168.4.111,51063,3389,14000,0x0014
192.168.4.133,192.168.4.113,51063,993,0,0x0014
192.168.4.133,192.168.4.113,51063,25,0,0x0014
192.168.4.133,192.168.4.20,51063,1723,0,0x0014
192.168.4.133,192.168.4.20,51063,21571,0,0x0014
192.168.4.1,192.168.4.133,21571,51063,1024,0x0002
192.168.4.20,192.168.4.133,3995,51063,1024,0x0002
192.168.4.133,192.168.4.20,51063,3546,0,0x0014
192.168.4.133,192.168.4.111,51063,113,14000,0x0014
192.168.4.133,192.168.4.29,51063,3546,0,0x0014
192.168.4.133,192.168.4.29,51063,256,0,0x0014
192.168.4.29,192.168.4.133,21571,51063,1024,0x0002
192.168.4.76,192.168.4.133,3546,51063,1024,0x0002
192.168.4.77,192.168.4.133,139,51063,1024,0x0002
192.168.4.78,192.168.4.133,256,51063,1024,0x0002
192.168.4.106,192.168.4.133,1723,51063,1024,0x0002
192.168.4.111,192.168.4.133,256,51063,1024,0x0002
192.168.4.113,192.168.4.133,256,51063,1024,0x0002
192.168.4.1,192.168.4.133,3995,51063,1024,0x0002
192.168.4.20,192.168.4.133,27352,51063,1024,0x0002
192.168.4.29,192.168.4.133,3995,51063,1024,0x0002
192.168.4.76,192.168.4.133,21571,51063,1024,0x0002
192.168.4.77,192.168.4.133,3306,51063,1024,0x0002
192.168.4.78,192.168.4.133,1723,51063,1024,0x0002
192.168.4.133,192.168.4.29,51063,1723,0,0x0014
192.168.4.133,192.168.4.111,51063,25,14000,0x0014
192.168.4.133,192.168.4.111,51063,993,14000,0x0014
192.168.4.133,192.168.4.1,51063,21571,0,0x0014
192.168.4.133,192.168.4.1,51063,3995,0,0x0014
192.168.4.133,192.168.4.76,51063,22,0,0x0014
192.168.4.133,192.168.4.76,51063,25,0,0x0014
192.168.4.133,192.168.4.78,51063,135,0,0x0014
192.168.4.133,192.168.4.76,51063,554,0,0x0014
192.168.4.133,192.168.4.78,51063,22,0,0x0014
192.168.4.133,192.168.4.76,51063,5900,0,0x0014
192.168.4.133,192.168.4.76,51063,113,0,0x0014
192.168.4.133,192.168.4.76,51063,1720,0,0x0014
192.168.4.133,192.168.4.76,51063,53,0,0x0014
192.168.4.133,192.168.4.78,51063,139,0,0x0014
192.168.4.133,192.168.4.78,51063,1720,0,0x0014
192.168.4.133,192.168.4.76,51063,3389,0,0x0014
192.168.4.113,192.168.4.133,1723,51063,1024,0x0002
192.168.4.1,192.168.4.133,27352,51063,1024,0x0002
192.168.4.20,192.168.4.133,3,51063,1024,0x0002
192.168.4.29,192.168.4.133,27352,51063,1024,0x0002
