ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags.ack,tcp.flags.syn,tcp.flags.fin
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33538","1","0","0"
"146.75.29.140","192.168.4.129","443","33538","1","0","0"
"146.75.29.140","192.168.4.129","443","33538","1","0","0"
"192.168.4.129","146.75.29.140","33538","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33538","1","0","0"
"192.168.4.129","146.75.29.140","33538","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33538","1","0","0"
"192.168.4.129","146.75.29.140","33538","443","1","0","0"
"34.149.100.209","192.168.4.129","443","47794","1","0","0"
"34.149.100.209","192.168.4.129","443","47794","1","0","0"
"34.149.100.209","192.168.4.129","443","47794","1","0","0"
"34.149.100.209","192.168.4.129","443","47794","1","0","0"
"192.168.4.129","34.149.100.209","47794","443","1","0","0"
"34.149.100.209","192.168.4.129","443","47794","1","0","0"
"192.168.4.129","34.149.100.209","47794","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","146.75.29.140","33538","443","1","0","0"
"192.168.4.129","146.75.29.140","33538","443","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"192.168.4.129","146.75.29.140","33538","443","1","0","0"
"192.168.4.129","146.75.29.140","33538","443","1","0","1"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"34.149.100.209","192.168.4.129","443","47794","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33538","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33538","1","0","0"
"146.75.29.140","192.168.4.129","443","33538","1","0","0"
"192.168.4.129","146.75.29.140","33538","443","0","0","0"
"146.75.29.140","192.168.4.129","443","33538","1","0","0"
"192.168.4.129","146.75.29.140","33538","443","0","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33538","1","0","1"
"192.168.4.129","146.75.29.140","33538","443","0","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33538","1","0","0"
"192.168.4.129","146.75.29.140","33538","443","0","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","34.160.144.191","37508","443","0","1","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"34.160.144.191","192.168.4.129","443","37508","1","1","0"
"192.168.4.129","34.160.144.191","37508","443","1","0","0"
"192.168.4.129","34.160.144.191","37508","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"34.160.144.191","192.168.4.129","443","37508","1","0","0"
"34.160.144.191","192.168.4.129","443","37508","1","0","0"
"192.168.4.129","34.160.144.191","37508","443","1","0","0"
"192.168.4.129","34.160.144.191","37508","443","1","0","0"
"192.168.4.129","34.160.144.191","37508","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"34.160.144.191","192.168.4.129","443","37508","1","0","0"
"34.160.144.191","192.168.4.129","443","37508","1","0","0"
"192.168.4.129","34.160.144.191","37508","443","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"34.160.144.191","192.168.4.129","443","37508","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"192.168.4.129","146.75.29.140","33550","443","0","1","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"146.75.29.140","192.168.4.129","443","33550","1","1","0"
"192.168.4.129","146.75.29.140","33550","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"192.168.4.129","146.75.29.140","33550","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33550","1","0","0"
"146.75.29.140","192.168.4.129","443","33550","1","0","0"
"146.75.29.140","192.168.4.129","443","33550","1","0","0"
"192.168.4.129","146.75.29.140","33550","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33550","1","0","0"
"192.168.4.129","146.75.29.140","33550","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33550","1","0","0"
"192.168.4.129","146.75.29.140","33550","443","1","0","0"
"192.168.4.129","146.75.29.140","33550","443","1","0","0"
"192.168.4.129","146.75.29.140","33550","443","1","0","0"
"192.168.4.129","146.75.29.140","33550","443","1","0","0"
"192.168.4.129","146.75.29.140","33550","443","1","0","1"
"192.168.4.129","104.26.3.70","56568","443","0","1","0"
"146.75.29.140","192.168.4.129","443","33550","1","0","0"
"146.75.29.140","192.168.4.129","443","33550","1","0","0"
"146.75.29.140","192.168.4.129","443","33550","1","0","0"
"192.168.4.129","146.75.29.140","33550","443","0","0","0"
"104.26.3.70","192.168.4.129","443","56568","1","1","0"
"192.168.4.129","104.26.3.70","56568","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33550","1","0","0"
"192.168.4.129","146.75.29.140","33550","443","0","0","0"
"146.75.29.140","192.168.4.129","443","33550","1","0","0"
"192.168.4.129","146.75.29.140","33550","443","0","0","0"
"146.75.29.140","192.168.4.129","443","33550","1","0","1"
"192.168.4.129","146.75.29.140","33550","443","0","0","0"
"192.168.4.129","104.26.3.70","56568","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33550","1","0","0"
"192.168.4.129","146.75.29.140","33550","443","0","0","0"
"192.168.4.129","146.75.29.140","33518","443","1","0","0"
"104.26.3.70","192.168.4.129","443","56568","1","0","0"
"104.26.3.70","192.168.4.129","443","56568","1","0","0"
"104.26.3.70","192.168.4.129","443","56568","1","0","0"
"192.168.4.129","104.26.3.70","56568","443","1","0","0"
"104.26.3.70","192.168.4.129","443","56568","1","0","0"
"192.168.4.129","104.26.3.70","56568","443","1","0","0"
"104.26.3.70","192.168.4.129","443","56568","1","0","0"
"192.168.4.129","104.26.3.70","56568","443","1","0","0"
"104.26.3.70","192.168.4.129","443","56568","1","0","0"
"192.168.4.129","104.26.3.70","56568","443","1","0","0"
"192.168.4.129","104.26.3.70","56568","443","1","0","0"
"192.168.4.129","104.26.3.70","56568","443","1","0","0"
"192.168.4.129","104.26.3.70","56568","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33518","1","0","0"
"146.75.29.140","192.168.4.129","443","33518","1","0","0"
"146.75.29.140","192.168.4.129","443","33518","1","0","0"
"146.75.29.140","192.168.4.129","443","33518","1","0","0"
"146.75.29.140","192.168.4.129","443","33518","1","0","0"
"192.168.4.129","146.75.29.140","33518","443","1","0","0"
"192.168.4.129","146.75.29.140","33560","443","0","1","0"
"192.168.4.129","146.75.29.140","33562","443","0","1","0"
"192.168.4.129","146.75.29.140","33564","443","0","1","0"
"146.75.29.140","192.168.4.129","443","33518","1","0","0"
"146.75.29.140","192.168.4.129","443","33518","1","0","0"
"192.168.4.129","146.75.29.140","33518","443","1","0","0"
"192.168.4.129","146.75.29.140","33576","443","0","1","0"
"192.168.4.129","146.75.29.140","33586","443","0","1","0"
"192.168.4.129","146.75.29.140","33594","443","0","1","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"192.168.4.129","146.75.29.140","33600","443","0","1","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"104.26.3.70","192.168.4.129","443","56568","1","0","0"
"104.26.3.70","192.168.4.129","443","56568","1","0","0"
"192.168.4.129","104.26.3.70","56568","443","1","0","0"
"104.26.3.70","192.168.4.129","443","56568","1","0","0"
"104.26.3.70","192.168.4.129","443","56568","1","0","0"
"104.26.3.70","192.168.4.129","443","56568","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"192.168.4.129","104.26.3.70","56568","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33560","1","1","0"
"192.168.4.129","146.75.29.140","33560","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33564","1","1","0"
"192.168.4.129","146.75.29.140","33564","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33562","1","1","0"
"192.168.4.129","146.75.29.140","33562","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"192.168.4.129","146.75.29.140","33560","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33576","1","1","0"
"192.168.4.129","146.75.29.140","33576","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"192.168.4.129","146.75.29.140","33564","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33562","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33600","1","1","0"
"192.168.4.129","146.75.29.140","33600","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33594","1","1","0"
"192.168.4.129","146.75.29.140","33594","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33586","1","1","0"
"192.168.4.129","146.75.29.140","33586","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"192.168.4.129","146.75.29.140","33610","443","0","1","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"192.168.4.129","146.75.29.140","33576","443","1","0","0"
"192.168.4.129","146.75.29.140","33594","443","1","0","0"
"192.168.4.129","146.75.29.140","33586","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"192.168.4.129","146.75.29.140","33600","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33564","1","0","0"
"146.75.29.140","192.168.4.129","443","33560","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33564","1","0","0"
"192.168.4.129","146.75.29.140","33564","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33564","1","0","0"
"192.168.4.129","146.75.29.140","33564","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33564","1","0","0"
"192.168.4.129","146.75.29.140","33564","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33560","1","0","0"
"192.168.4.129","146.75.29.140","33560","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33560","1","0","0"
"192.168.4.129","146.75.29.140","33560","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33560","1","0","0"
"192.168.4.129","146.75.29.140","33560","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"146.75.29.140","192.168.4.129","443","33562","1","0","0"
"146.75.29.140","192.168.4.129","443","33562","1","0","0"
"192.168.4.129","146.75.29.140","33562","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33562","1","0","0"
"192.168.4.129","146.75.29.140","33562","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33562","1","0","0"
"192.168.4.129","146.75.29.140","33562","443","1","0","0"
"104.26.3.70","192.168.4.129","443","56568","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
