ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags.ack,tcp.flags.syn,tcp.flags.fin
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"146.75.29.140","192.168.4.129","443","33462","1","0","0"
"192.168.4.129","146.75.29.140","33462","443","1","0","0"
"192.168.4.129","172.217.13.131","58914","443","1","0","0"
"192.168.4.129","172.217.13.99","39880","443","0","1","0"
"192.168.4.129","172.217.13.131","58914","443","1","0","0"
"192.168.4.129","172.217.13.99","39882","443","0","1","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"192.168.4.129","172.217.13.131","58914","443","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"192.168.4.129","172.217.13.131","58914","443","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"192.168.4.129","172.217.13.131","58914","443","1","0","0"
"172.217.13.99","192.168.4.129","443","39880","1","1","0"
"192.168.4.129","172.217.13.99","39880","443","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"172.217.13.99","192.168.4.129","443","39882","1","1","0"
"192.168.4.129","172.217.13.99","39882","443","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"192.168.4.129","172.217.13.131","58914","443","1","0","0"
"192.168.4.129","172.217.13.99","39880","443","1","0","0"
"192.168.4.129","172.217.13.99","39882","443","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"192.168.4.129","172.217.13.131","58914","443","1","0","0"
"192.168.4.129","172.217.13.131","58914","443","1","0","0"
"172.217.13.99","192.168.4.129","443","39880","1","0","0"
"172.217.13.99","192.168.4.129","443","39882","1","0","0"
"172.217.13.99","192.168.4.129","443","39880","1","0","0"
"192.168.4.129","172.217.13.99","39880","443","1","0","0"
"172.217.13.99","192.168.4.129","443","39880","1","0","0"
"192.168.4.129","172.217.13.99","39880","443","1","0","0"
"172.217.13.99","192.168.4.129","443","39880","1","0","0"
"192.168.4.129","172.217.13.99","39880","443","1","0","0"
"172.217.13.99","192.168.4.129","443","39880","1","0","0"
"192.168.4.129","172.217.13.99","39880","443","1","0","0"
"172.217.13.99","192.168.4.129","443","39882","1","0","0"
"192.168.4.129","172.217.13.99","39882","443","1","0","0"
"172.217.13.99","192.168.4.129","443","39882","1","0","0"
"192.168.4.129","172.217.13.99","39882","443","1","0","0"
"172.217.13.99","192.168.4.129","443","39882","1","0","0"
"192.168.4.129","172.217.13.99","39882","443","1","0","0"
"172.217.13.99","192.168.4.129","443","39882","1","0","0"
"192.168.4.129","172.217.13.99","39882","443","1","0","0"
"172.217.13.131","192.168.4.129","443","58914","1","0","0"
"192.168.4.129","172.217.13.99","39880","443","1","0","0"
"192.168.4.129","172.217.13.99","39880","443","1","0","0"
"192.168.4.129","172.217.13.99","39882","443","1","0","0"
"192.168.4.129","172.217.13.99","39882","443","1","0","0"
"172.217.13.99","192.168.4.129","443","39880","1","0","0"
"172.217.13.99","192.168.4.129","443","39880","1","0","0"
"172.217.13.99","192.168.4.129","443","39882","1","0","0"
"172.217.13.99","192.168.4.129","443","39882","1","0","0"
"192.168.4.129","172.217.13.99","39880","443","1","0","0"
"192.168.4.129","172.217.13.99","39882","443","1","0","0"
"192.168.4.129","172.217.13.99","39882","443","1","0","0"
"192.168.4.129","172.217.13.99","39882","443","1","0","1"
"192.168.4.129","172.217.13.99","39880","443","1","0","0"
"192.168.4.129","172.217.13.99","39880","443","1","0","1"
"172.217.13.99","192.168.4.129","443","39882","1","0","1"
"192.168.4.129","172.217.13.99","39882","443","1","0","0"
"172.217.13.99","192.168.4.129","443","39882","1","0","0"
"172.217.13.99","192.168.4.129","443","39880","1","0","1"
"192.168.4.129","172.217.13.99","39880","443","1","0","0"
"192.168.4.129","172.217.13.132","38104","443","0","1","0"
"172.217.13.132","192.168.4.129","443","38104","1","1","0"
"192.168.4.129","172.217.13.132","38104","443","1","0","0"
"192.168.4.129","172.217.13.132","38104","443","1","0","0"
"172.217.13.132","192.168.4.129","443","38104","1","0","0"
"172.217.13.132","192.168.4.129","443","38104","1","0","0"
"192.168.4.129","172.217.13.132","38104","443","1","0","0"
"172.217.13.132","192.168.4.129","443","38104","1","0","0"
"192.168.4.129","172.217.13.132","38104","443","1","0","0"
"172.217.13.132","192.168.4.129","443","38104","1","0","0"
"192.168.4.129","172.217.13.132","38104","443","1","0","0"
"172.217.13.132","192.168.4.129","443","38104","1","0","0"
"192.168.4.129","172.217.13.132","38104","443","1","0","0"
"192.168.4.129","172.217.13.132","38104","443","1","0","0"
"192.168.4.129","172.217.13.132","38104","443","1","0","0"
"192.168.4.129","172.217.13.132","38104","443","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"172.217.13.132","192.168.4.129","443","38104","1","0","0"
"172.217.13.132","192.168.4.129","443","38104","1","0","0"
"172.217.13.132","192.168.4.129","443","38104","1","0","0"
"172.217.13.132","192.168.4.129","443","38104","1","0","0"
"192.168.4.129","172.217.13.132","38104","443","1","0","0"
"172.217.13.132","192.168.4.129","443","38104","1","0","0"
"172.217.13.132","192.168.4.129","443","38104","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"172.217.13.132","192.168.4.129","443","38104","1","0","0"
"172.217.13.132","192.168.4.129","443","38104","1","0","0"
"172.217.13.132","192.168.4.129","443","38104","1","0","0"
"172.217.13.132","192.168.4.129","443","38104","1","0","0"
"172.217.13.132","192.168.4.129","443","38104","1","0","0"
"192.168.4.129","172.217.13.132","38104","443","1","0","0"
"192.168.4.129","172.217.13.132","38104","443","1","0","0"
"192.168.4.129","172.217.13.132","38104","443","1","0","0"
"192.168.4.129","172.217.13.132","38104","443","1","0","0"
"192.168.4.129","172.217.13.132","38104","443","1","0","1"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"172.217.13.132","192.168.4.129","443","38104","1","0","0"
"172.217.13.132","192.168.4.129","443","38104","1","0","0"
"172.217.13.132","192.168.4.129","443","38104","1","0","0"
"172.217.13.132","192.168.4.129","443","38104","1","0","1"
"192.168.4.129","172.217.13.132","38104","443","1","0","0"
"172.217.13.132","192.168.4.129","443","38104","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"146.75.29.140","192.168.4.129","443","33526","1","0","0"
"192.168.4.129","146.75.29.140","33526","443","1","0","0"
